date,price
24/11/2014,3.006
21/11/2014,3.029
20/11/2014,3.0115
19/11/2014,3.0325
18/11/2014,2.992
17/11/2014,3.0315
14/11/2014,3.0385
13/11/2014,2.9945
12/11/2014,3.025
11/11/2014,3.033
10/11/2014,3.02
7/11/2014,3.0385
6/11/2014,3.0175
5/11/2014,3.0075
4/11/2014,3.0185
3/11/2014,3.065
31/10/2014,3.047
30/10/2014,3.0625
29/10/2014,3.1045
28/10/2014,3.093
27/10/2014,3.064
24/10/2014,3.041
23/10/2014,3.04
22/10/2014,3.0175
21/10/2014,3.028
20/10/2014,2.988
17/10/2014,3.0035
16/10/2014,2.9815
15/10/2014,3.009
14/10/2014,3.09
13/10/2014,3.0405
10/10/2014,3.035
9/10/2014,3.03
8/10/2014,3.0035
7/10/2014,3.039
6/10/2014,3.0355
3/10/2014,2.9985
2/10/2014,2.9985
1/10/2014,3.036
30/9/2014,3.0075
29/9/2014,3.0565
26/9/2014,3.0355
25/9/2014,3.03
24/9/2014,3.0535
23/9/2014,3.035
22/9/2014,3.0385
19/9/2014,3.0915
18/9/2014,3.094
17/9/2014,3.1435
16/9/2014,3.166
15/9/2014,3.0855
12/9/2014,3.1065
11/9/2014,3.0925
10/9/2014,3.1105
9/9/2014,3.102
8/9/2014,3.1685
5/9/2014,3.1695
4/9/2014,3.151
3/9/2014,3.127
2/9/2014,3.155
1/9/2014,3.1605
29/8/2014,3.1605
28/8/2014,3.1505
27/8/2014,3.1985
26/8/2014,3.2125
25/8/2014,3.237
22/8/2014,3.223
21/8/2014,3.195
20/8/2014,3.1975
19/8/2014,3.119
18/8/2014,3.1335
15/8/2014,3.1245
14/8/2014,3.1125
13/8/2014,3.112
12/8/2014,3.1545
11/8/2014,3.1745
8/8/2014,3.1735
7/8/2014,3.176
6/8/2014,3.166
5/8/2014,3.2045
4/8/2014,3.244
1/8/2014,3.2145
31/7/2014,3.231
30/7/2014,3.2415
29/7/2014,3.219
28/7/2014,3.2435
25/7/2014,3.2405
24/7/2014,3.2665
23/7/2014,3.207
22/7/2014,3.208
21/7/2014,3.199
18/7/2014,3.1845
17/7/2014,3.2205
16/7/2014,3.2145
15/7/2014,3.2495
14/7/2014,3.249
11/7/2014,3.269
10/7/2014,3.267
9/7/2014,3.248
8/7/2014,3.257
